van_id,first_name,last_name,date_of_birth,age
1389,Bowen,Mausser,1966-01-26,53
1390,Wendie,Storozuk,1977-04-07,42
1391,Olivia,Galay,1982-07-02,37
1392,Shirlyn,Milanovic,1991-12-10,28
1393,Kairee,Collo,1985-03-20,34
1394,Maryjeanne,Threlkel,1992-12-10,27
1395,Lorren,Caan,1983-06-28,36
1396,Delisha,Dearinger,1991-01-19,28
1397,Elesha,Gombeda,1952-08-08,67
1398,Calahan,Hornack,1987-01-01,32
1399,Esme,Lechner,1977-08-16,42
1400,Eneida,But,1999-03-06,20
1401,Murdock,Lanteri,1987-12-14,32
1402,Tymothy,Schuemann,1956-03-26,63
1403,Milena,Brumitt,1994-02-20,25
1404,Mandy,Broker,1973-04-15,46
1405,Isaias,Warmouth,1959-06-24,60
1406,Purab,Cariveau,1959-09-10,60
1407,Quinisha,Brookbank,1954-02-26,65
1408,Mialynn,Geitner,1982-05-09,37
1409,Ala,Nobile,1951-11-24,68
1410,Aseneth,Leveck,1974-07-11,45
1411,Fidel,Autwell,1991-10-11,28
1412,Jamarian,Dieteman,1996-07-21,23
1413,Sraavya,Sepic,1983-10-20,36
1414,Lemuel,Knoth,1961-06-26,58
1415,Saanvi,Kushi,1976-05-10,43
1416,Esperansa,Pliskin,1986-04-29,33
1417,Montgomery,Jattan,1996-04-03,23
1418,Nijay,Papathanasiou,1961-01-21,58
1419,Cailen,Lizzio,1957-09-16,62
1420,Zygmunt,Barcal,1970-10-17,49
1421,Keity,Stepnowski,1988-04-23,31
1422,Arlena,Sommo,1974-03-24,45
1423,Penni,Chidester,1984-04-27,35
1424,Athanasios,Floreslopez,1964-03-01,55
1425,Egypt,Leporati,1975-03-20,44
1426,Willard,Hollenhorst,1954-07-31,65
1427,Kristalyn,Banegas,1979-11-08,40
1428,Kenlyn,Lezotte,1975-07-03,44
1429,Charlet,Kober,1992-12-20,27
1430,Nan,Leyva,1955-06-16,64
1431,Iain,Kalfus,1955-03-31,64
1432,Rolly,Thornley,1978-11-22,41
1433,Jasmine,Post,1979-08-20,40
1434,Jayme,Mixa,1968-04-28,51
1435,Maryem,Westphalen,1978-06-16,41
1436,Fara,Dapremont,1979-12-12,40
1437,Reiko,Lavanway,1978-11-05,41
1438,Guillermo,Kimmet,1978-11-07,41
1439,Annette,Urquizu,1955-05-13,64
1440,Valda,Kekua,1989-04-02,30
1441,Rosselyn,Volkova,1992-02-16,27
1442,Zeeshan,Else,1982-01-04,37
1443,Ojasvi,Lambrinos,1984-05-20,35
1444,Vallerie,Cardon,1951-05-05,68
1445,Sarahelizabeth,Sulieman,1967-06-16,52
1446,Coy,Riesel,1980-05-19,39
1447,Christiona,Rosow,1952-01-02,67
1448,Reid,Samples,1963-11-19,56
1449,Agam,Seagren,1977-05-16,42
1450,Marcanthony,Doe,1957-03-25,62
1451,Sharyn,Bachhuber,1956-07-02,63
1452,Michala,Milloway,1969-02-14,50
1453,Alison,Kao,1950-07-15,69
1454,Fred,Bailie,1973-11-14,46
1455,Allora,Potvin,1984-11-02,35
1456,Mareena,Dawan,1960-03-05,59
1457,Corayma,Kralick,1992-08-28,27
1458,Grayson,Pezewski,1982-07-13,37
1459,Taray,Emad,1993-05-07,26
1460,Kinzee,Haiduk,1969-08-31,50
1461,Pauli,Discipio,1964-05-24,55
1462,Kita,Chhay,1989-07-28,30
1463,Leya,Mirocha,1999-10-06,20
1464,Wonda,Demunbrun,1979-09-29,40
1465,Liesl,Kuwahara,1976-03-28,43
1466,Emmaleah,Vaniderstine,1958-08-06,61
1467,Elhadji,Kassa,1986-02-28,33
1468,Tempie,Kuykendall,1972-06-06,47
1469,Julio,Lalande,1980-08-02,39
1470,Lovina,Guisinger,1991-04-22,28
1471,Jarrick,Stsauveur,1995-02-22,24
1472,Tynisha,Ganoe,1951-09-18,68
1473,Rashunda,Vorel,1996-05-05,23
1474,Loreda,Chierici,1951-07-02,68
1475,Devoria,Brokamp,1993-03-03,26
1476,Vicki,Ureta,1980-08-25,39
1477,Autumn,Kestle,1991-03-14,28
1478,Saman,Zeng,1996-10-03,23
1479,Dierdre,Milosavljevic,1972-12-10,47
1480,Cherise,Fabunan,1979-02-10,40
1481,Zabrina,Milner,1992-01-30,27
1482,Mara,Batzer,1955-06-23,64
1483,Tranisha,Catterson,1953-12-27,66
1484,Keashia,Ambos,1982-01-01,37
1485,Sagrario,Setlak,1971-09-08,48
1486,Donavin,Sebastien,1984-12-26,35
1487,Braesyn,Fohrman,1992-08-22,27
1488,Yahia,Zenil,1961-07-09,58
1489,Jetaime,Nikula,1978-10-30,41
1490,Trula,Raines,1952-08-19,67
1491,Keston,Kulenovic,1978-10-15,41
1492,Aubreyrose,Brucken,1983-10-30,36
1493,Dilia,Archdeacon,1973-04-06,46
1494,Miguel,Macchiaroli,1959-01-17,60
1495,Toby,Seabrook,1990-02-13,29
1496,Salaar,Bagozzi,1965-07-19,54
1497,Jadea,Laes,1976-04-30,43
1498,Shawndrea,Fasolo,1990-03-14,29
1499,Jobe,Zoch,1959-06-06,60
1500,Jadea,Vegagonzalez,1984-05-08,35
1501,Octavian,Krammer,1961-11-27,58
1502,Takayla,Berta,1951-11-20,68
1503,Halaina,Tarasco,1967-09-30,52
1504,Dacia,Helstad,1982-08-24,37
1505,Kimyetta,Friedli,1961-10-10,58
1506,Denisha,Castonia,1958-01-10,61
1507,Vanessa,Zhai,1971-01-05,48
1508,Cabot,Malanga,1959-02-15,60
1509,Kosisochukwu,Goike,1963-07-01,56
1510,Antawn,Olwell,1972-07-28,47
1511,Starsky,Feiden,1985-03-17,34
1512,Canisha,Reino,1965-07-02,54
1513,Johni,Braunger,1950-12-08,69
1514,Infiniti,Frimml,1976-02-10,43
1515,Kimoni,Gerstenkorn,1950-07-22,69
1516,Ramir,Rajagopalan,1951-11-18,68
1517,Armelle,Minze,1964-02-19,55
1518,Mahati,Scholnick,1997-11-09,22
1519,Ramarion,Troutt,2000-07-14,19
1520,Dezare,Cobarubias,1975-09-30,44
1521,Christofer,Chitkara,1978-12-22,41
1522,Val,Rimsky,1986-07-16,33
1523,Chrishawn,Czartoryski,1973-08-10,46
1524,Bralyn,Saufley,1951-10-12,68
1525,Tynley,Gaudette,1963-08-18,56
1526,Gene,Berutti,1951-02-05,68
1527,Romey,Khetani,1950-06-03,69
1528,Makinsey,Mummey,1979-08-03,40
1529,Neill,Jeppesen,1964-09-20,55
1530,Markell,Canterberry,1980-10-31,39
1531,Cayli,Janquart,1983-03-15,36
1532,Bitsy,Ringenberg,1982-11-01,37
1533,Servando,Heden,1961-02-08,58
1534,Azariana,Knaak,1968-05-20,51
1535,Theresia,Saltsman,1967-10-02,52
1536,Kendrah,Trine,1972-12-09,47
1537,Vegas,Bastian,1965-11-23,54
1538,Kinzlee,Minish,1963-11-01,56
1539,Eryka,Plater,1958-11-16,61
1540,Isaih,Lowe,2000-03-20,19
1541,Shelbey,Coletti,1986-07-15,33
1542,Ashlee,Kimbleton,1984-02-19,35
1543,Crissi,Stuewe,1970-04-12,49
1544,Jese,Ungvarsky,1955-12-25,64
1545,Feliciana,Spreng,1953-01-04,66
1546,Ayzia,Browne,1973-05-16,46
1547,Broderic,Dunville,1990-04-09,29
1548,Angelette,Illum,1963-01-30,56
1549,Vesa,Galzote,1970-11-06,49
1550,Keasha,Mulfinger,1951-07-31,68
1551,Azyiah,Mcinteer,1989-02-25,30
1552,Chere,Riosgarcia,1991-01-29,28
1553,Johndavid,Munassar,1973-11-29,46
1554,Jalin,Greenblat,1983-03-10,36
1555,Herchel,Scammahorn,1974-10-27,45
1556,Jariel,Hoog,1994-03-10,25
1557,Dayanna,Bielawa,1993-07-10,26
1558,Aryen,Houchens,1960-11-16,59
1559,Vrinda,Diprizio,1953-11-17,66
1560,Blaiz,Quatman,1978-06-24,41
1561,Ileigh,Alicante,1958-02-13,61
1562,Delilah,Cutrell,1981-05-13,38
1563,Margherita,Stuyvesant,1984-08-06,35
1564,Cachet,Purtzer,1996-05-03,23
1565,Penina,Badley,1969-07-12,50
1566,Caylynn,Giacobbe,1964-12-16,55
1567,Jiaqi,Mulvehill,1965-08-21,54
1568,Candus,Buckham,1961-08-29,58
1569,Arionna,Streed,1978-03-20,41
1570,Elmo,Bohnet,1991-07-21,28
1571,Addy,Flewellyn,1974-04-12,45
1572,Ekaterini,Kratzenberg,1971-07-08,48
1573,Avondre,Gizzarelli,1985-01-16,34
1574,Carmichael,Ashouri,1984-09-03,35
1575,Sione,Zrebiec,1991-11-18,28
1576,Jahziel,Unkel,1952-09-23,67
1577,Barney,Cecchetti,1993-11-21,26
1578,Thomasine,Anduze,1974-02-11,45
1579,Jhan,Hesselbach,1962-07-05,57
1580,Lenard,Ursino,1951-04-02,68
1581,Riha,Wyrzykowski,1983-09-26,36
1582,Kahley,Lassell,1995-12-30,24
1583,Jorryn,Massei,1981-03-11,38
1584,Shai,Freeburger,1968-09-30,51
1585,Charlesedward,Settanni,1999-06-06,20
1586,Reona,Schalla,1993-06-18,26
1587,Keller,Mccright,1993-11-17,26
1588,Derik,Perfater,1951-11-30,68
1589,Adelle,Vandeman,1966-05-25,53
1590,Lakyshia,Koivisto,1962-10-24,57
1591,Ferrin,Pro,1962-05-30,57
1592,Frederick,Zoldos,1963-02-19,56
1593,Sarahbeth,Houmard,1954-02-11,65
1594,Cris,Krisko,1996-06-03,23
1595,Josefa,Popoola,1984-05-07,35
1596,Shlok,Secrist,1980-01-17,39
1597,Zully,Jacson,1987-03-24,32
1598,Devontay,Meyeraan,1977-02-26,42
1599,Yuriel,Lorei,1956-04-26,63
1600,Jhon,Marcoux,1998-01-18,21
1601,Ivet,Saupp,1964-04-23,55
1602,Hiawatha,Faithful,1965-09-02,54
1603,Mitali,Estill,1999-08-07,20
1604,Jedidiah,Levey,1997-07-23,22
1605,Kanija,Mbagwu,1964-02-01,55
1606,Gemini,Cucci,1961-06-01,58
1607,Logyn,Goodemote,1986-04-21,33
1608,Amahya,Nendza,1992-11-25,27
1609,Meliyah,Ezzelle,1957-12-29,62
1610,Coralyn,Rucci,1974-04-17,45
1611,Folashade,Takiguchi,1984-05-26,35
1612,Nakisa,Plagge,1954-07-14,65
1613,Ellen,Wasi,1975-05-19,44
1614,Andrieka,Loerwald,1989-09-29,30
1615,Aubree,Grazier,1959-03-14,60
1616,Needham,Mendozachavez,1992-12-30,27
1617,Varek,Veselka,1961-05-26,58
1618,Marah,Tharrett,1973-02-21,46
1619,Hansen,Duplichan,1991-05-05,28
1620,Jadon,Mekelburg,1988-01-14,31
1621,Dave,Slachetka,1998-01-09,21
1622,Carolann,Eaglestar,1972-01-28,47
1623,Ashante,Murrel,1998-10-09,21
1624,Kelson,Nordgren,1959-07-16,60
1625,October,Rosebrugh,1964-07-18,55
1626,Alysiah,Applegate,1989-07-10,30
1627,Jarad,Herrerias,1994-07-06,25
1628,Jeanpaul,Swed,1974-07-04,45
1629,Joycie,Nell,1955-01-07,64
1630,Leonie,Lindholm,1990-11-09,29
1631,Jaysa,Niederberger,1971-10-07,48
1632,Lotoya,Gualtier,1987-08-18,32
1633,Nizar,Dadlani,1972-10-28,47
1634,Meggan,Kalai,1987-01-05,32
1635,Agostino,Ani,1989-02-20,30
1636,Jhade,Benditt,1981-05-02,38
1637,Shterna,Parodi,1981-12-20,38
1638,Marianne,Sinkfield,1991-01-22,28
1639,Ulysess,Boyter,1994-01-14,25
1640,Ziham,Hackerott,1996-05-12,23
1641,Bronda,Wheelock,1998-05-16,21
1642,Mehkai,Sittinger,1969-04-22,50
1643,Jailee,Bonifacio,1964-04-07,55
1644,Nakea,Mccudden,1969-11-17,50
1645,Sehaj,Tuckman,1998-02-23,21
1646,Juana,Builta,1952-03-29,67
1647,Eben,Percer,1984-07-14,35
1648,Kayce,Moimoi,1956-03-23,63
1649,Dekayla,Wexell,1982-04-25,37
1650,Reynold,Biscoe,1980-05-01,39
1651,Akheem,Genson,1950-06-28,69
1652,Marva,Agtarap,1953-12-02,66
1653,Anya,Arnholt,1998-04-25,21
1654,Mazin,Maneval,1973-10-26,46
1655,Brileigh,Allinger,1971-08-31,48
1656,Tenisha,Vrablic,1972-11-03,47
1657,Vermell,Balcer,1955-05-28,64
1658,Braxton,Seki,1952-04-15,67
1659,Keahi,Dobyne,1973-10-06,46
1660,Ginny,Muyskens,1969-02-15,50
1661,Angel,Colabella,1971-08-20,48
1662,Bradie,Faldet,1984-12-19,35
1663,Imir,Viera,1990-12-11,29
1664,Lucilla,Dimov,1976-09-22,43
1665,Rivky,Winegardner,1997-01-29,22
1666,Eldwin,Franzblau,1968-12-08,51
1667,Tegen,Fieseler,1989-09-30,30
1668,Drake,Tepezano,1972-08-23,47
1669,Ashan,Crutcher,1994-10-27,25
1670,Joneisha,Lawry,1963-10-13,56
1671,Diminic,Vicars,1981-11-30,38
1672,Doris,Boldra,1958-11-05,61
1673,Holiday,Lijoi,1989-11-04,30
1674,Deadra,Reininga,1972-08-07,47
1675,Ehtan,Rossello,1980-07-06,39
1676,Natividad,Simile,1974-11-05,45
1677,Petros,Seagers,1989-06-04,30
1678,Ronson,Pellitteri,1995-06-12,24
1679,Ashlei,Mccrosky,1966-11-15,53
1680,Anahita,Lavespere,1964-11-22,55
1681,Shenay,Somers,1989-12-17,30
1682,Bevan,Lorico,1980-11-21,39
1683,Gala,Mcveety,1979-01-19,40
1684,Lorann,Kollen,1985-11-13,34
1685,Colin,Hochschild,1954-05-28,65
1686,Pachia,Mueggenborg,1956-07-19,63
1687,Antanae,Goldenthal,1957-02-11,62
1688,Brittannie,Longest,1989-04-26,30
1689,Magic,Grommet,1979-03-10,40
1690,Riece,Glisczinski,1984-04-20,35
1691,Boyce,Sivulich,1993-11-15,26
1692,Woodie,Glahn,1991-08-08,28
1693,Yerika,Uwanawich,1979-12-09,40
1694,Silvino,Bishun,1966-09-24,53
1695,Korrine,Belbeck,1997-05-04,22
1696,Carlotta,Chybowski,1973-09-09,46
1697,Zanna,Auwae,1951-08-27,68
1698,Carol,Barner,1951-06-08,68
1699,Finn,Rafi,1972-10-20,47
1700,Zoraida,Hearty,1950-09-27,69
1701,Navid,Powdrill,1988-02-13,31
1702,Cortland,Shaar,1988-02-16,31
1703,Angelamarie,Tollinchi,1962-09-12,57
1704,Kelston,Porrino,2000-07-10,19
1705,Shaya,Frie,1988-07-28,31
1706,Gerline,Lovetro,1967-10-11,52
1707,Lakaia,Shula,1956-09-27,63
1708,Nicky,Ferebee,1965-07-22,54
1709,Johnisha,Ketchen,1971-05-02,48
1710,Ashish,Casabella,2000-02-20,19
1711,Kyon,Stilwill,1998-08-20,21
1712,Carolynne,Grumman,1963-07-04,56
1713,Onix,Dubose,1956-01-31,63
1714,Uziel,Tecklenburg,1966-05-02,53
1715,Chanti,Zargari,1975-11-28,44
1716,Chanese,Haliday,1994-10-22,25
1717,Deserea,Stpeters,1991-02-28,28
1718,Kalab,Schale,1996-02-06,23
1719,Augusta,Fleet,1963-01-12,56
1720,Tafari,Poitevint,1956-02-13,63
1721,Dudley,Moch,1987-02-04,32
1722,Yanci,Daffer,1955-12-10,64
1723,Makynze,Vollmers,1967-11-29,52
1724,Damari,Bruney,1993-01-06,26
1725,Keishla,Kizirian,1969-10-20,50
1726,Brookley,Lafranchise,1975-08-23,44
1727,Jeffry,Mierisch,1966-06-07,53
1728,Ahmoni,Ahmadi,1983-10-05,36
1729,Larysa,Dubicki,1956-05-21,63
1730,Gaelyn,Braudrick,1974-08-02,45
1731,Brailen,Postiglione,1958-07-22,61
1732,Bralynn,Frech,1953-03-03,66
1733,Jaber,Simkus,1971-04-19,48
1734,Jacinto,Spokes,1989-06-19,30
1735,Dacia,Bomback,1971-06-23,48
1736,Rosabella,Maquilon,1960-03-02,59
1737,Aundre,Kellner,1957-05-17,62
1738,Zaydyn,Odoherty,1987-12-29,32
1739,Haleigh,Mcindoo,1978-09-03,41
1740,Jamile,Heffley,1950-07-19,69
1741,Carmeron,Sollock,1993-10-08,26
1742,Jennika,Figley,1993-09-26,26
1743,Cadie,Andis,1968-09-12,51
1744,Ishmeal,Jaser,1971-01-14,48
1745,Jermany,Mickelberry,1988-07-08,31
1746,Trenisha,Tilak,1982-08-01,37
1747,Amor,Poetker,1980-03-08,39
1748,Terrena,Jonet,1967-03-11,52
1749,Male,Perezbautista,1967-10-01,52
1750,Joley,Whitfield,1953-07-05,66
1751,Therin,Louima,1974-07-02,45
1752,Enedina,Loudenslager,1953-09-04,66
1753,Davien,Delborrello,1957-03-04,62
1754,Bhakti,Bahrami,1952-07-19,67
1755,Stewart,Fruits,1955-12-22,64
1756,Jaysen,Demrow,1992-03-19,27
1757,Anthony,Gutkowski,1971-07-06,48
1758,Heide,Regular,1952-10-14,67
1759,Forever,Gapp,1998-10-23,21
1760,Elisha,Jastrzembski,1975-07-29,44
1761,Crystalle,Koshy,1955-12-29,64
1762,Noemi,Tomich,1974-12-25,45
1763,Kermit,Ploch,1970-11-07,49
1764,Zakiyyah,Beights,1979-09-16,40
1765,Sabas,Keiner,1955-10-15,64
1766,Reiner,Pulitzer,1965-11-27,54
1767,Shreeya,Soehngen,1968-12-28,51
1768,Jaret,Bia,1998-06-03,21
1769,Somer,Dieterman,1999-07-25,20
1770,Kimmie,Hallstead,1969-01-26,50
1771,Jearline,Evrard,1984-12-27,35
1772,Ainara,Drayton,1972-08-17,47
1773,Adem,Guthart,1984-02-28,35
1774,Jahmar,Wannamaker,1974-01-30,45
1775,Kelly,Saller,1981-08-20,38
1776,Emilene,Chisman,1994-11-27,25
1777,Ezeriah,Henriott,1961-05-18,58
1778,Raphaella,Schnure,1990-01-20,29
1779,Tarus,Scholte,1974-03-07,45
1780,Cliford,Hopkinson,1972-11-26,47
1781,Jamecia,Gerstung,1986-06-22,33
1782,Jessica,Mundhenke,1980-05-29,39
1783,Kynzli,Scheers,1971-10-31,48
1784,Perri,Titi,1981-01-09,38
1785,Tekeisha,Hungate,1955-01-10,64
1786,Cohen,Jusino,1996-05-02,23
1787,Geovanie,Dodgins,1962-08-18,57
1788,Shaindel,Morter,1995-03-06,24
1789,Ludie,Harootunian,1991-06-10,28
1790,Danajia,Cuffley,1992-12-04,27
1791,Nahla,Urick,1967-07-28,52
1792,Lasalle,Wiitanen,1952-03-31,67
1793,Tishawn,Killer,1988-05-11,31
1794,Necole,Fennessey,1963-06-24,56
1795,Zyonna,Sunden,2000-06-07,19
1796,Dontai,Naismith,2000-07-16,19
1797,Menna,Momcilovic,1973-08-04,46
1798,Ladell,Vilorio,1971-12-11,48
1799,Zakaria,Liberis,1957-11-22,62
1800,Ammy,Frasch,1979-01-30,40
1801,Aneisha,Ivaska,1992-05-01,27
1802,Ayisha,Mazzacane,1968-01-07,51
1803,Mashayla,Kurtzer,1971-06-26,48
1804,Cayle,Inlow,1970-09-09,49
1805,Zenovia,Santivanez,1971-08-11,48
1806,Kamaria,Tislow,1958-04-03,61
1807,Abigale,Hagenah,1992-12-14,27
1808,Kailash,Porteus,1981-07-14,38
1809,Cadyn,Fujita,1966-01-21,53
1810,Brandi,Renton,1988-01-07,31
1811,Latrise,Frels,1968-03-03,51
1812,Justine,Serry,1986-09-06,33
1813,Massey,Demars,1990-01-15,29
1814,Bertrand,Rice,1973-04-04,46
1815,Ceasar,Dakis,1958-05-12,61
1816,Aleyah,Sandos,1962-12-07,57
1817,Germain,Ebarb,1964-12-29,55
1818,Yides,Wol,1980-12-24,39
1819,Eveny,Bamman,1994-04-24,25
1820,Raejean,Assan,1986-11-22,33
1821,Breshawna,Levenberg,1966-09-03,53
1822,Dolores,Zwemke,1956-03-08,63
1823,Cayleen,Berardini,1979-01-07,40
1824,Emy,Bimonte,1950-12-05,69
1825,Jenelly,Skarupa,1995-03-15,24
1826,Alana,Paner,1973-11-10,46
1827,Timoteo,Scavetta,1952-01-01,67
1828,Aida,Garnatz,1973-12-05,46
1829,Lexy,Sharland,1958-08-28,61
1830,Antwoinette,Takizawa,1980-03-24,39
1831,Alyiah,Bobeck,1957-07-24,62
1832,Abiageal,Lenio,1991-08-13,28
1833,Tucker,Signoriello,1962-05-05,57
1834,Bianca,Schwarzenberger,1992-07-12,27
1835,Jilliann,Kuzmicki,1988-12-29,31
1836,Floyd,Tolmie,1995-04-02,24
1837,Joseantonio,Adragna,1965-12-01,54
1838,Lanay,Reisdorf,1976-10-24,43
1839,Tangie,Dowland,1995-09-22,24
1840,Eliannie,Zumalt,1959-08-29,60
1841,Jahan,Matthies,1991-05-25,28
1842,Roey,Hackwith,1975-05-13,44
1843,Araceli,Georgatos,1966-03-19,53
1844,Jamonte,Aster,1998-10-30,21
1845,Merle,Sladick,1980-09-21,39
1846,Khailah,Dollak,1957-10-07,62
1847,Kalimah,Kruse,1967-02-13,52
1848,Nosakhare,Cvar,1959-11-21,60
1849,Rowdy,Doucette,1967-11-12,52
1850,Cayne,Burky,1958-02-03,61
1851,Khamiyah,Meloy,1983-09-27,36
1852,Emrick,Stenmark,1969-01-10,50
1853,Catlyn,Parab,1986-07-10,33
1854,Cadarrius,Salumbides,1980-10-09,39
1855,Ailin,Kavadas,1988-11-03,31
1856,Jashiya,Palencia,1957-07-21,62
1857,Nia,Southam,1976-04-22,43
1858,Edouard,Enayati,1999-08-03,20
1859,Destinee,Cojocaru,1973-01-25,46
1860,Chau,Vergis,1955-08-26,64
1861,Tidus,Twardowski,1962-01-08,57
1862,Rashun,Kakareka,1997-10-30,22
1863,Frederico,Minzer,1967-10-28,52
1864,Rockland,Merchen,1993-08-03,26
1865,Talea,Kreczmer,1976-05-18,43
1866,Brelynn,Tadder,1984-09-15,35
1867,Alaa,Kamins,1992-06-27,27
1868,Lynett,Malson,1950-04-29,69
1869,Milagros,Gasiorowski,1967-08-04,52
1870,Ignatius,Fleuridor,1955-04-13,64
1871,Celsey,Deemer,1965-05-27,54
1872,Louann,Parnas,1950-07-12,69
1873,Antoine,Beyerle,1950-12-30,69
1874,Kimberli,Rivarola,1991-01-09,28
1875,Wallace,Contres,1998-02-16,21
1876,Manley,Helmich,1979-02-05,40
1877,Sherl,Mcwhirk,1983-12-12,36
1878,Kohl,Weinacht,1980-10-24,39
1879,Blayke,Novaria,1989-08-02,30
1880,Kadashia,Schlichte,1969-06-04,50
1881,Celines,Deerwester,1988-07-09,31
1882,Ijeoma,Starcher,1991-05-14,28
1883,Umberto,Vacanti,1966-11-09,53
1884,Tennyson,Stcin,1961-01-28,58
1885,Kyndall,Itter,1970-06-02,49
1886,Waneta,Jamshidi,1990-08-07,29
1887,Beverly,Schricker,1976-10-25,43
1888,Honorio,Domeyer,1964-03-14,55
1889,Wajiha,Burn,2000-02-06,19
1890,Demont,Inocencio,1967-07-13,52
1891,Caleb,Tuttle,1966-04-30,53
1892,Renzo,Coluccio,1980-04-10,39
1893,Mark,Sunderman,1975-07-25,44
1894,Ariel,Creter,1961-11-22,58
1895,Jovani,Kuentz,1976-04-20,43
1896,Geffrey,Svitak,1969-04-16,50
1897,Joleigh,Sonenberg,1994-08-01,25
1898,Bergen,Szydlo,1971-02-13,48
1899,Caridad,Coborn,1952-05-22,67
1900,Marli,Corman,1963-12-02,56
1901,Tymesha,Torello,1953-05-29,66
1902,Arnissa,Abello,1988-07-14,31
1903,Taji,Brauchler,1976-06-03,43
1904,Destin,Belone,1980-01-04,39
1905,Clay,Reisenbichler,1975-01-18,44
1906,Fredrick,Wilbourne,1998-06-17,21
1907,Adel,Chrispin,1997-12-06,22
1908,Brittiney,Balram,1952-11-10,67
1909,Jordanna,Elhag,1987-06-17,32
1910,Talmadge,Youst,1983-03-28,36
1911,Ramesh,Vanhofwegen,1959-03-03,60
1912,Andrian,Pavelko,1974-08-08,45
1913,Miquela,Altun,1959-11-19,60
1914,Vernon,Legnon,1976-05-09,43
1915,Bismark,Patruno,1957-02-22,62
1916,Riordan,Welsing,1952-04-08,67
1917,Deveon,Fresh,1982-01-07,37
1918,Isabelle,Greiling,1954-10-31,65
1919,Contina,Waryas,1971-12-16,48
1920,Jamesa,Comey,1997-04-05,22
1921,Romaine,Emberton,1994-09-24,25
1922,Indica,Schnapp,1974-02-24,45
1923,Kimm,Mcmurphy,1950-09-05,69
1924,Keven,Eriacho,1963-06-20,56
1925,Persia,Luebbers,1988-08-07,31
1926,Ripken,Cozzie,1956-05-29,63
1927,Quanda,Harlee,1988-01-21,31
1928,Krupa,Fulp,1963-04-10,56
1929,Arlyn,Kuritz,1977-09-30,42
1930,Esme,Morong,1971-07-14,48
1931,Avena,Waples,1962-06-25,57
1932,Lin,Garten,1973-10-25,46
1933,Stavros,Sarwary,1962-11-26,57
1934,Damaurion,Liverance,1950-10-29,69
1935,Tennessee,Wipper,1990-11-05,29
1936,Mckynlie,Zeitouni,1961-05-08,58
1937,Giani,Eudave,1953-01-05,66
1938,Charene,Roskelley,1985-09-29,34
1939,Briana,Sheftel,1950-03-14,69
1940,Tauna,Trentadue,1998-02-12,21
1941,Makana,Triepke,1997-03-06,22
1942,Akila,Casanave,1994-05-03,25
1943,Gloria,Asner,1987-07-08,32
1944,Edris,Borzilleri,1951-05-06,68
1945,Thresea,Obryon,1952-10-15,67
1946,Chynna,Soukup,1996-11-08,23
1947,Larone,Moninger,1972-03-13,47
1948,Keishon,Cocciolone,1979-05-08,40
1949,Kenyada,Grohowski,1962-01-27,57
1950,Wendi,Breck,1987-10-02,32
1951,Josecarlos,Alcide,1963-08-10,56
1952,Leighanna,Chinners,1956-09-08,63
1953,Liriel,Averso,1957-09-08,62
1954,Daryle,Vegarodriguez,1993-10-26,26
1955,Guido,Kupelian,1986-05-16,33
1956,Cullen,Buermann,2000-01-07,19
1957,Khrysten,Wilhide,1958-12-29,61
1958,Braidyn,Eckberg,1972-09-14,47
1959,Terryn,Azpeitia,1989-10-10,30
1960,Aneesah,Canfield,1997-01-23,22
1961,Kavita,Scism,1979-10-31,40
1962,Zelda,Hawthorn,1964-08-19,55
1963,Davion,Padia,1953-09-08,66
1964,Trenia,Tanna,1988-09-24,31
1965,Kaimen,Ester,1974-11-26,45
1966,Kota,Farrel,1998-09-22,21
1967,Nuvia,Kielhorn,1968-01-27,51
1968,Kristen,Paintin,1990-06-12,29
1969,Lou,Gibala,1963-07-07,56
1970,Michaelangelo,Spangenberg,1953-02-21,66
1971,Soua,Papenfus,1974-11-10,45
1972,Mahmoud,Sudderth,1987-04-10,32
1973,Mugisha,Akery,1990-11-23,29
1974,Susan,Hilderman,1971-09-09,48
1975,Kaliel,Whiteside,1964-11-06,55
1976,Polly,Schmadeke,1961-07-19,58
1977,Mick,Ruhf,1955-10-05,64
1978,Seanpaul,Pedretti,2000-12-11,19
1979,Sofiya,Arrevalo,1977-07-16,42
1980,Caralee,Khawam,1989-08-25,30
1981,Buffey,Easters,1992-05-11,27
1982,Lanee,Karll,1971-09-21,48
1983,Jadine,Whitebear,1951-01-11,68
1984,Breighlynn,Hanor,1957-01-19,62
1985,Ladon,Sultz,1951-06-29,68
1986,Vivien,Hoevet,1972-01-03,47
1987,Mataeo,Trigleth,1989-05-10,30
1988,Jhan,Nighswonger,1970-01-13,49
1989,Anthony,Donakowski,1966-04-13,53
1990,Collier,Daake,1985-01-06,34
1991,Halle,Thandi,1988-10-01,31
1992,Lilla,Grafelman,1986-02-07,33
1993,Eli,Keairns,1998-11-23,21
1994,Juleen,Gomezmendoza,1998-08-15,21
1995,Ehsan,Foutch,1989-06-05,30
1996,Eleese,Shino,1950-11-10,69
1997,Uchenna,Finnen,1974-08-15,45
1998,Licia,Baranyi,1994-07-13,25
1999,Viriginia,Bujol,1980-10-17,39
2000,Makenleigh,Aghajanian,1959-10-25,60
2001,Itzayanna,Kerridge,1983-11-13,36
2002,Brayonna,Somersall,1983-11-06,36
2003,Erynn,Helsten,1995-05-05,24
